ROW_UNO,TRAN_UNO,TRUST_UNO,TRAN_TYPE,TRAN_DATE,PERIOD,GL_AUDIT_NUM,SIGN,AMOUNT_TYPE,AMOUNT,HOLD_DATE,REMARKS,HELD,DRUNO,BAL_ZERO_NO_FCA,TRX_TYPE_CODE,WITHHOLD_TAX,REF_NUMBER,MATURITY_DATE,AUTH_UNO,INT_CLEAR_DAYS,ADJ_TRAN_DATE,TC_AMOUNT,TC_CODE,BANKREC_DTX_UNO,SESSION,EI_ID,LAST_MODIFIED
1339,1339,45,CR,2015-06-30 00:00:00.000,201506,-10524,1,P,12500.0000000000,NULL,June 2015 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1340,1340,45,CR,2015-07-01 00:00:00.000,201507,-10722,1,I,747.9500000000,NULL,"Interest at 3.00% (balance up to $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,747.9500000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1341,1341,45,CR,2015-07-01 00:00:00.000,201507,-10723,1,I,5985.2000000000,NULL,"Interest at 4.00% (balance in excess of $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,5985.2000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1342,1342,45,CR,2015-07-01 00:00:00.000,201507,-11136,1,P,2182.7500000000,NULL,Transfer Q-2015 Interest to Voluntary Capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,2182.7500000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1343,1343,45,CR,2015-07-31 00:00:00.000,201507,-11651,1,P,12500.0000000000,NULL,July 2015 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1344,1344,45,CR,2015-08-31 00:00:00.000,201508,-11775,1,P,12500.0000000000,NULL,August 2015 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1345,1345,45,TRA,2015-09-15 00:00:00.000,201509,-11855,1,P,-18607.7300000000,NULL,Barclays Q3-15 principal loan payment,N,1,NULL,LNP,NULL,NULL,NULL,NULL,NULL,NULL,-18607.7300000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1346,1346,45,TRA,2015-09-15 00:00:00.000,201509,-11882,1,P,-1545.4600000000,NULL,Barclays Q3-15 interest payment,N,1,NULL,LNP,NULL,NULL,NULL,NULL,NULL,NULL,-1545.4600000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1347,1347,45,CR,2015-09-28 00:00:00.000,201509,-11947,1,P,12500.0000000000,NULL,September 2015 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1348,1348,45,CR,2015-09-29 00:00:00.000,201509,-11990,1,P,12500.0000000000,NULL,October 2015 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1349,1349,45,CR,2015-09-29 00:00:00.000,201509,-12033,1,P,12500.0000000000,NULL,November 2015 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1350,1350,45,CR,2015-10-01 00:00:00.000,201510,-12525,1,I,756.1600000000,NULL,"Interest at 3.00% (balance up to $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,756.1600000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1351,1351,45,CR,2015-10-01 00:00:00.000,201510,-12526,1,I,6139.3000000000,NULL,"Interest at 4.00% (balance in excess of $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,6139.3000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1352,1352,45,CR,2015-10-01 00:00:00.000,201510,-12855,1,P,2282.0000000000,NULL,Transfer Q3-2015 Interest to Voluntary Capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,2282.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1353,1353,45,CR,2015-12-11 00:00:00.000,201512,-13300,1,P,12500.0000000000,NULL,December 2015 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1354,1354,45,TRA,2015-12-15 00:00:00.000,201512,-13348,1,P,-18607.7300000000,NULL,Barclays Q4-15 principal loan payment,N,1,NULL,LNP,NULL,NULL,NULL,NULL,NULL,NULL,-18607.7300000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1355,1355,45,TRA,2015-12-15 00:00:00.000,201512,-13364,1,I,-1411.0900000000,NULL,Barclays Q4-15 Interest Payment,N,1,NULL,LNI,NULL,NULL,NULL,NULL,NULL,NULL,-1411.0900000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1356,1356,45,CR,2015-12-18 00:00:00.000,201512,-13393,1,P,12500.0000000000,NULL,January 2016 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1357,1357,45,CR,2015-12-18 00:00:00.000,201512,-13433,1,P,12500.0000000000,NULL,February 2016 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1358,1358,45,CR,2015-12-31 00:00:00.000,201512,-13530,1,P,12500.0000000000,NULL,March 2016 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1359,1359,45,CR,2016-01-01 00:00:00.000,201601,-13732,1,I,756.1600000000,NULL,"Interest at 3.00% (balance up to $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,756.1600000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1360,1360,45,CR,2016-01-01 00:00:00.000,201601,-13733,1,I,6588.3300000000,NULL,"Interest at 4.00% (balance in excess of $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,6588.3300000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1361,1361,45,CR,2016-01-01 00:00:00.000,201601,-14244,1,P,2452.8400000000,NULL,Transfer Q4-15 interest to voluntary capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,2452.8400000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1362,1362,45,CR,2016-01-01 00:00:00.000,201601,-14298,1,P,90.0000000000,NULL,Transfer Q4-15 interest to voluntary capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,90.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1363,1363,45,TRA,2016-03-15 00:00:00.000,201603,-14552,1,P,-18607.7300000000,NULL,Barclays Q1-2016 principal loan payment,N,1,NULL,LNP,NULL,NULL,NULL,NULL,NULL,NULL,-18607.7300000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1364,1364,45,TRA,2016-03-15 00:00:00.000,201603,-14578,1,I,-1420.0000000000,NULL,Barclays Q1-16 interest payment,N,1,NULL,LNI,NULL,NULL,NULL,NULL,NULL,NULL,-1420.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1365,1365,45,CR,2016-04-01 00:00:00.000,201604,-14817,1,I,747.9500000000,NULL,"Interest at 3.00% (balance up to $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,747.9500000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1366,1366,45,CR,2016-04-01 00:00:00.000,201604,-14818,1,I,6846.1400000000,NULL,"Interest at 4.00% (balance in excess of $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,6846.1400000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1367,1367,45,CR,2016-04-01 00:00:00.000,201604,-15324,1,P,2515.2000000000,NULL,Transfer Q1-16 interest to voluntary capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,2515.2000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1368,1368,45,TRA,2016-04-18 00:00:00.000,201604,-15461,1,P,-180000.0000000000,NULL,Wire transfer to BB T 9881,N,1,NULL,DIS,NULL,NULL,NULL,NULL,NULL,NULL,-180000.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1369,1369,45,CR,2016-04-29 00:00:00.000,201604,-15503,1,P,12500.0000000000,NULL,April 2016 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1370,1370,45,TRA,2016-05-26 00:00:00.000,201605,-15571,1,P,-10000.0000000000,NULL,Withdrawal - wire transfer,N,1,NULL,DIS,NULL,NULL,NULL,NULL,NULL,NULL,-10000.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1371,1371,45,CR,2016-05-31 00:00:00.000,201605,-15596,1,P,12500.0000000000,NULL,May 2016 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1372,1372,45,TRA,2016-06-15 00:00:00.000,201606,-15675,1,P,-18607.7300000000,NULL,Barclays Q2-2016 principal loan payment,N,1,NULL,LNP,NULL,NULL,NULL,NULL,NULL,NULL,-18607.7300000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1373,1373,45,TRA,2016-06-15 00:00:00.000,201606,-15684,1,I,-1307.7100000000,NULL,Barclays Q2-16 interest payment,N,1,NULL,LNI,NULL,NULL,NULL,NULL,NULL,NULL,-1307.7100000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1374,1374,45,TRA,2016-06-29 00:00:00.000,201606,-15704,1,P,-45000.0000000000,NULL,Withdrawal - wire transfer to BB&T,N,1,NULL,DIS,NULL,NULL,NULL,NULL,NULL,NULL,-45000.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1375,1375,45,CR,2016-06-30 00:00:00.000,201606,-15722,1,P,12500.0000000000,NULL,June 2016 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1376,1376,45,CR,2016-07-01 00:00:00.000,201607,-15958,1,I,747.9500000000,NULL,"Interest at 3.00% (balance up to $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,747.9500000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1377,1377,45,CR,2016-07-01 00:00:00.000,201607,-15959,1,I,5370.7100000000,NULL,"Interest at 4.00% (balance in excess of $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,5370.7100000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1378,1378,45,CR,2016-07-01 00:00:00.000,201607,-16432,1,P,2515.2000000000,NULL,Transfer Q2-16 interest to voluntary capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,2515.2000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1379,1379,45,CR,2016-07-29 00:00:00.000,201607,-16580,1,P,12500.0000000000,NULL,July 2016 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1380,1380,45,CR,2016-08-31 00:00:00.000,201608,-16701,1,P,12500.0000000000,NULL,August 2016 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1381,1381,45,CR,2016-08-31 00:00:00.000,201608,-16731,1,P,70000.0000000000,NULL,BB&T - check #8904,N,1,NULL,DEP,NULL,NULL,NULL,NULL,NULL,NULL,70000.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1382,1382,45,TRA,2016-09-15 00:00:00.000,201609,-16796,1,P,-18607.7300000000,NULL,Barclays Q3-16 principal loan payment,N,1,NULL,LNP,NULL,NULL,NULL,NULL,NULL,NULL,-18607.7300000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1383,1383,45,CR,2016-09-30 00:00:00.000,201609,-16850,1,P,12500.0000000000,NULL,September 2016 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1384,1384,45,CR,2016-09-30 00:00:00.000,201609,-16896,1,P,12500.0000000000,NULL,October 2016 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1385,1385,45,CR,2016-09-30 00:00:00.000,201609,-16945,1,P,12500.0000000000,NULL,November 2016 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1386,1386,45,TRA,2016-09-30 00:00:00.000,201609,-17376,1,I,-1176.9400000000,NULL,Barclays Q3-16 interest payment,N,1,NULL,LNI,NULL,NULL,NULL,NULL,NULL,NULL,-1176.9400000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1387,1387,45,CR,2016-10-01 00:00:00.000,201610,-17589,1,I,756.1600000000,NULL,"Interest at 3.00% (balance up to $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,756.1600000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1388,1388,45,CR,2016-10-01 00:00:00.000,201610,-17590,1,I,5093.4200000000,NULL,"Interest at 4.00% (balance in excess of $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,5093.4200000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1389,1389,45,CR,2016-10-01 00:00:00.000,201610,-18119,1,P,2544.8700000000,NULL,Transfer Q3-2016 interest to voluntary capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,2544.8700000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1390,1390,45,CR,2016-12-15 00:00:00.000,201612,-18415,1,P,12500.0000000000,NULL,December 2016 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1391,1391,45,TRA,2016-12-15 00:00:00.000,201612,-18480,1,P,-18607.7300000000,NULL,Barclays Q4-16 principal loan payment,N,1,NULL,LNP,NULL,NULL,NULL,NULL,NULL,NULL,-18607.7300000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1392,1392,45,TRA,2016-12-15 00:00:00.000,201612,-18504,1,I,-1034.8000000000,NULL,Edward Koren Q4-16 Barclays Interest Payment,N,1,NULL,LNI,NULL,NULL,NULL,NULL,NULL,NULL,-1034.8000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1393,1393,45,CR,2016-12-22 00:00:00.000,201612,-18537,1,P,12500.0000000000,NULL,January 2017 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1394,1394,45,CR,2016-12-22 00:00:00.000,201612,-18582,1,P,12500.0000000000,NULL,February 2017 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1395,1395,45,CR,2016-12-22 00:00:00.000,201612,-18635,1,P,12500.0000000000,NULL,March 2017 Draw deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1396,1396,45,TRA,2016-12-29 00:00:00.000,201612,-18734,1,P,-200000.0000000000,NULL,Wire transfer to BB&T account,N,1,NULL,DIS,NULL,NULL,NULL,NULL,NULL,NULL,-200000.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1397,1397,45,CR,2017-01-01 00:00:00.000,201701,-19258,1,I,756.1600000000,NULL,"Interest at 3.00% (balance up to $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,756.1600000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1398,1398,45,CR,2017-01-01 00:00:00.000,201701,-19259,1,I,5937.2100000000,NULL,"Interest at 4.00% (balance in excess of $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,5937.2100000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1399,1399,45,CR,2017-01-01 00:00:00.000,201701,-19799,1,P,2731.4700000000,NULL,Transfer Q4-2016 Interest to Voluntary Capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,2731.4700000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1400,1400,45,TRA,2017-01-05 00:00:00.000,201701,-19071,1,P,-3177.1600000000,NULL,Fund remaining balance due for 2016 required capital contribution,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,-3177.1600000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1401,1401,45,TRA,2017-03-15 00:00:00.000,201703,-20266,1,P,-18607.7300000000,NULL,Barclays Q1-17 principal loan payment,N,1,NULL,LNP,NULL,NULL,NULL,NULL,NULL,NULL,-18607.7300000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1402,1402,45,TRA,2017-03-15 00:00:00.000,201703,-20398,1,I,-976.9100000000,NULL,Q1-17 Barclays interest payment,N,1,NULL,LNI,NULL,NULL,NULL,NULL,NULL,NULL,-976.9100000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1403,1403,45,CR,2017-04-01 00:00:00.000,201704,-20417,1,I,739.7300000000,NULL,"Interest at 3.00% (balance up to $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,739.7300000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1404,1404,45,CR,2017-04-01 00:00:00.000,201704,-20418,1,I,4198.6200000000,NULL,"Interest at 4.00% (balance in excess of $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,4198.6200000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1405,1405,45,CR,2017-04-01 00:00:00.000,201704,-21198,1,P,3118.7100000000,NULL,Transfer Q1-2017 interest to voluntary capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,3118.7100000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1406,1406,45,TRA,2017-04-13 00:00:00.000,201704,-21264,1,P,-45000.0000000000,NULL,Withdrawal - wire transfer to BB&T,N,1,NULL,DIS,NULL,NULL,NULL,NULL,NULL,NULL,-45000.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1407,1407,45,CR,2017-04-28 00:00:00.000,201704,-21317,1,P,12500.0000000000,NULL,April 2017 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1408,1408,45,CR,2017-04-30 00:00:00.000,201704,-27497,1,P,12500.0000000000,NULL,April 2018 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1409,1409,45,CR,2017-04-30 00:00:00.000,201704,-27558,1,P,-12500.0000000000,NULL,Posted wrong date - should be 04/30/18,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,-12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1410,1410,45,CR,2017-05-31 00:00:00.000,201705,-21435,1,P,12500.0000000000,NULL,May 2017 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1411,1411,45,TRA,2017-06-15 00:00:00.000,201706,-21550,1,P,-18607.7300000000,NULL,Barclays Q2-17 principal loan payment,N,1,NULL,LNP,NULL,NULL,NULL,NULL,NULL,NULL,-18607.7300000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1412,1412,45,TRA,2017-06-15 00:00:00.000,201706,-21689,1,I,-926.5000000000,NULL,Q2-17 Barclays Interest Payment,N,1,NULL,LNI,NULL,NULL,NULL,NULL,NULL,NULL,-926.5000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1413,1413,45,CR,2017-06-30 00:00:00.000,201706,-21587,1,P,12500.0000000000,NULL,June 2017 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1414,1414,45,CR,2017-07-01 00:00:00.000,201707,-21864,1,I,747.9500000000,NULL,"Interest at 3.00% (balance up to $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,747.9500000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1415,1415,45,CR,2017-07-01 00:00:00.000,201707,-21865,1,I,3873.4600000000,NULL,"Interest at 4.00% (balance in excess of $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,3873.4600000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1416,1416,45,CR,2017-07-01 00:00:00.000,201707,-22421,1,P,3155.0300000000,NULL,Transfer Q2-2017 Interest to Voluntary Capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,3155.0300000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1417,1417,45,CR,2017-07-31 00:00:00.000,201707,-22673,1,P,12500.0000000000,NULL,July 2017 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1418,1418,45,CR,2017-08-31 00:00:00.000,201708,-23149,1,P,12500.0000000000,NULL,August 2017 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1419,1419,45,TRA,2017-09-15 00:00:00.000,201709,-23257,1,P,-18607.7300000000,NULL,Barclays Q3-2017 principal loan payment,N,1,NULL,LNP,NULL,NULL,NULL,NULL,NULL,NULL,-18607.7300000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1420,1420,45,TRA,2017-09-15 00:00:00.000,201709,-23273,1,I,-757.2800000000,NULL,Q3-17 Barclays Interest Payment,N,1,NULL,LNI,NULL,NULL,NULL,NULL,NULL,NULL,-757.2800000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1421,1421,45,CR,2017-09-29 00:00:00.000,201709,-23389,1,P,12500.0000000000,NULL,September 2017 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1422,1422,45,CR,2017-09-29 00:00:00.000,201709,-23432,1,P,12500.0000000000,NULL,October 2017 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1423,1423,45,CR,2017-09-29 00:00:00.000,201709,-23490,1,P,12500.0000000000,NULL,November 2017 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1424,1424,45,TRA,2017-09-29 00:00:00.000,201709,-23549,1,P,-16750.0000000000,NULL,09/29/17 Barclays principal loan payment (capital refund),N,1,NULL,LNP,NULL,NULL,NULL,NULL,NULL,NULL,-16750.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1425,1425,45,TRA,2017-09-29 00:00:00.000,201709,-23557,1,P,16750.0000000000,NULL,09/29/17 Barclays principal loan payment (capital refund),N,1,NULL,LNP,NULL,NULL,NULL,NULL,NULL,NULL,16750.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1426,1426,45,CR,2017-10-01 00:00:00.000,201710,-24049,1,I,756.1600000000,NULL,"Interest at 3.00% (balance up to $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,756.1600000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1427,1427,45,CR,2017-10-01 00:00:00.000,201710,-24050,1,I,4119.0700000000,NULL,"Interest at 4.00% (balance in excess of $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,4119.0700000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1428,1428,45,CR,2017-10-01 00:00:00.000,201710,-24592,1,P,3050.1900000000,NULL,Transfer Q3-2017 interest to voluntary capital,N,1,NULL,TRF,NULL,NULL,NULL,NULL,NULL,NULL,3050.1900000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1429,1429,45,CR,2017-12-15 00:00:00.000,201712,-24896,1,P,12500.0000000000,NULL,December 2017 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1430,1430,45,TRA,2017-12-15 00:00:00.000,201712,-25010,1,P,-18607.7300000000,NULL,Barclays Q4-17 principal loan payment,N,1,NULL,LNP,NULL,NULL,NULL,NULL,NULL,NULL,-18607.7300000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1431,1431,45,TRA,2017-12-15 00:00:00.000,201712,-25042,1,I,-384.9200000000,NULL,Q4-17 Barclays Interest Payment,N,1,NULL,LNI,NULL,NULL,NULL,NULL,NULL,NULL,-384.9200000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1432,1432,45,CR,2017-12-22 00:00:00.000,201712,-25059,1,P,12500.0000000000,NULL,January 2018 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1433,1433,45,CR,2017-12-22 00:00:00.000,201712,-25102,1,P,12500.0000000000,NULL,February 2018 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1434,1434,45,CR,2017-12-22 00:00:00.000,201712,-25146,1,P,12500.0000000000,NULL,March 2018 Draw Deposit,N,1,NULL,DD,NULL,NULL,NULL,NULL,NULL,NULL,12500.0000000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
1435,1435,45,CR,2018-01-01 00:00:00.000,201801,-25490,1,I,756.1600000000,NULL,"Interest at 3.00% (balance up to $100,000.00)",N,1,NULL,INT,NULL,NULL,NULL,NULL,NULL,NULL,756.1600000000,USD,NULL,NULL,NULL,2019-11-12 21:35:03.337
